,location,datetime,temperature,humidity,precipitation,windspeed
138002,Chicago,2024-01-01 05:42:05,33.88593886742922,51.19642066821269,7.223224165189574,23.56025090377179
515729,Chicago,2024-01-01 05:42:05,-5.311787978299228,79.61192929361188,6.933497006694919,2.759743899211489
862891,Chicago,2024-01-01 06:56:45,0.8616923304436064,88.02713428905847,3.701042242522061,13.913699152116118
875558,Chicago,2024-01-01 06:56:45,6.179934307503874,86.2072454593127,7.995064695433394,16.488742492731234
121537,Chicago,2024-01-01 08:15:35,0.2242009057012524,58.73758000821376,8.984158026596592,17.326419722944596
463293,Chicago,2024-01-01 08:15:35,27.933899273740643,53.20632225839475,1.592290728675182,11.743218806336053
348495,Chicago,2024-01-01 19:52:32,4.801426645109627,82.052005704286,7.228739232969522,23.794739321535065
773493,Chicago,2024-01-01 19:52:32,37.50064584540166,86.75409837281576,2.4845011452443364,16.868771064253927
84139,Chicago,2024-01-01 21:15:26,-7.321956736312382,60.5035894122521,3.844921806067947,9.412107360720336
939671,Chicago,2024-01-01 21:15:26,23.633387943704086,35.56276048199625,2.2306055107980374,16.925906075546134
252025,Chicago,2024-01-01 22:05:43,-1.240930963480027,86.61704814004966,3.296362651922787,21.85438677170734
315255,Chicago,2024-01-01 22:05:43,35.18687510919161,52.343419901322974,9.848745410977305,0.4410564310386433
724976,Chicago,2024-01-02 02:19:56,11.16090124759508,86.15756642048501,1.052847750678203,11.248685488007004
731212,Chicago,2024-01-02 02:19:56,-7.195914182454862,63.50287737804469,9.839949302034768,12.879755854791144
588024,Chicago,2024-01-02 20:39:35,11.293717459179252,78.96167449959668,6.779365339851848,17.43764132211733
625684,Chicago,2024-01-02 20:39:35,23.275085696098397,74.35675733158243,3.143794704285509,17.67999155285585
116703,Chicago,2024-01-03 04:55:02,14.255325229656812,76.17805037675583,6.420284380393602,15.6347783522859
346715,Chicago,2024-01-03 04:55:02,13.58534658365604,47.779533900364,1.0339061075178535,24.014661840259134
435675,Chicago,2024-01-03 08:41:58,-6.755088833901265,48.03008304210065,0.070172381073631,7.337210742586743
540730,Chicago,2024-01-03 08:41:58,22.382632097144345,43.78067500251162,2.693475481936589,6.184311076959333
60813,Chicago,2024-01-03 16:08:10,18.480157918058303,54.11197337135145,5.968625630639669,1.674625538299338
991361,Chicago,2024-01-03 16:08:10,24.056089611262223,75.68193357544627,8.907646695523194,17.674287750148203
55201,Chicago,2024-01-03 16:25:06,6.285006294993249,83.05428433923787,8.563983992120477,21.55027588098359
501655,Chicago,2024-01-03 16:25:06,4.85220467426241,83.41747193422319,8.268636080037922,4.752494197973877
878492,Chicago,2024-01-04 11:16:44,9.57626186023716,62.78543917757935,0.2386511415115288,8.494613916666564
971307,Chicago,2024-01-04 11:16:44,-0.0008092553237499,62.59503289583526,1.6757669909391335,28.40572528915516
11019,Chicago,2024-01-05 00:15:11,11.977757550069132,37.87076672579772,8.318788091872104,18.721026276716326
749314,Chicago,2024-01-05 00:15:11,17.56869387356591,34.77180181333151,3.923798109691412,11.865096308448834
517013,Chicago,2024-01-05 03:03:54,-3.854209978757575,33.570015141722905,1.6624015413603066,7.89160395777396
751120,Chicago,2024-01-05 03:03:54,17.659134749672766,54.6852721465727,9.142891095981785,8.080987420519495
331993,Chicago,2024-01-06 02:16:09,29.465081000400183,46.44079695392367,9.445694268095613,19.7302089674325
396720,Chicago,2024-01-06 02:16:09,1.2065410972363555,52.44782197102078,9.458874517213152,14.31375871030112
100133,Chicago,2024-01-06 03:10:41,-7.421349413165487,54.383530574599405,5.355011170785863,2.64847772754244
